W,q,theta_p
360.0,0.4,6.124081378633261e-05
360.0,0.45000000000000007,6.820985002534736e-05
360.0,0.5,7.806774116020971e-05
360.0,0.5499999999999999,8.550305993538016e-05
360.0,0.6,9.272407774385095e-05
360.0,0.65,0.00010360268404323769
360.0,0.7000000000000001,0.00011133909884425274
360.0,0.75,0.0001199193247076595
360.0,0.8,0.00013531695319195664
360.0,0.8500000000000001,0.00014428143324907158
360.0,0.9000000000000001,0.00015071634635165725
360.0,0.95,0.00015947900287647618
360.0,1.0,0.00016955549807797171
370.0,0.01,9.532738947650055e-07
370.0,0.05,6.0083480095567265e-06
370.0,0.1,1.6362735359639687e-05
370.0,0.15,2.490559295525593e-05
370.0,0.2,3.225039826962714e-05
370.0,0.25,3.886240289207225e-05
370.0,0.3,4.728202054249692e-05
370.0,0.35000000000000003,5.5788870064575036e-05
370.0,0.4,6.423797540739788e-05
370.0,0.45000000000000007,7.197919023060722e-05
370.0,0.5,8.066465257791567e-05
370.0,0.5499999999999999,8.948738610743424e-05
370.0,0.6,9.409489181764175e-05
370.0,0.65,0.00010086197350471787
370.0,0.7000000000000001,0.00010973311134746434
370.0,0.75,0.00012358183120620583
370.0,0.8,0.00013307603309589965
370.0,0.8500000000000001,0.00014421772950599257
370.0,0.9000000000000001,0.0001526750003245732
370.0,0.95,0.00016466204459403811
370.0,1.0,0.00017692295365906473
380.0,0.01,7.222689506301695e-07
380.0,0.05,7.383766030833628e-06
380.0,0.1,1.4410800010783071e-05
380.0,0.15,2.1070668693593587e-05
380.0,0.2,2.7187135812812174e-05
380.0,0.25,3.3301759332644565e-05
380.0,0.3,4.360318736311155e-05
380.0,0.35000000000000003,5.0355103808041564e-05
380.0,0.4,5.523997853744041e-05
380.0,0.45000000000000007,6.47806754924667e-05
380.0,0.5,7.502372731296326e-05
380.0,0.5499999999999999,8.353559522956699e-05
380.0,0.6,9.23747112119818e-05
380.0,0.65,9.872239569714929e-05
380.0,0.7000000000000001,0.00010782050805803495
380.0,0.75,0.0001181939205820605
380.0,0.8,0.00012732160092861544
380.0,0.8500000000000001,0.00014000528731422082
380.0,0.9000000000000001,0.00015285489854270515
380.0,0.95,0.00015925577757871742
380.0,1.0,0.00017138273191321583
390.0,0.01,2.3387849228977127e-06
390.0,0.05,8.049007178924776e-06
390.0,0.1,1.5759847911557437e-05
390.0,0.15,2.5123175355549525e-05
390.0,0.2,3.397781438744251e-05
390.0,0.25,4.1441342932756904e-05
390.0,0.3,4.870263213831996e-05
390.0,0.35000000000000003,5.624761705103893e-05
390.0,0.4,6.474338835296418e-05
390.0,0.45000000000000007,7.167828005776543e-05
390.0,0.5,7.961811906036653e-05
390.0,0.5499999999999999,8.74040869846262e-05
390.0,0.6,9.483936635469978e-05
390.0,0.65,0.00010081983639220553
390.0,0.7000000000000001,0.00010917305462249665
390.0,0.75,0.00012043045371096518
390.0,0.8,0.00012792324038588196
390.0,0.8500000000000001,0.00013690879450971562
390.0,0.9000000000000001,0.00014751505617086622
390.0,0.95,0.00015639567040573346
390.0,1.0,0.00016500798231190394
400.0,0.01,2.171318535842838e-06
400.0,0.05,7.509778638557827e-06
400.0,0.1,1.405591556452158e-05
400.0,0.15,2.0115391375904128e-05
400.0,0.2,2.5688887066982974e-05
400.0,0.25,3.6075066034521705e-05
400.0,0.3,4.3817217654937074e-05
400.0,0.35000000000000003,5.19108904993425e-05
400.0,0.4,5.9379075783277184e-05
400.0,0.45000000000000007,6.715121565828967e-05
400.0,0.5,7.831272026277343e-05
400.0,0.5499999999999999,8.652245333926238e-05
400.0,0.6,8.988454525330801e-05
400.0,0.65,9.910777117850655e-05
400.0,0.7000000000000001,0.0001045453604824056
400.0,0.75,0.00011634416739388464
400.0,0.8,0.00012499647454656773
400.0,0.8500000000000001,0.0001324578616601282
400.0,0.9000000000000001,0.0001439780032428431
400.0,0.95,0.00015252129791248174
400.0,1.0,0.000161088223986246
410.0,0.01,1.4346586834073012e-06
410.0,0.05,6.110787538171877e-06
410.0,0.1,1.1688944403204477e-05
410.0,0.15,1.9050866296652322e-05
410.0,0.2,2.641066617993332e-05
410.0,0.25,3.514326275237993e-05
410.0,0.3,4.3026134991873356e-05
410.0,0.35000000000000003,5.3574230463996214e-05
410.0,0.4,6.050324883606995e-05
410.0,0.45000000000000007,6.87977766207553e-05
410.0,0.5,7.76702887540716e-05
410.0,0.5499999999999999,8.418170132820088e-05
410.0,0.6,9.142294352374392e-05
410.0,0.65,9.93786122658208e-05
410.0,0.7000000000000001,0.00010377350529649536
410.0,0.75,0.00011313447554210905
410.0,0.8,0.00012314978909766262
410.0,0.8500000000000001,0.00013107299962814063
410.0,0.9000000000000001,0.0001448133629817818
410.0,0.95,0.0001540364379764495
410.0,1.0,0.00016157182945117178
420.0,0.01,1.5288425382371864e-06
420.0,0.05,7.721556733251417e-06
420.0,0.1,1.4903079882164285e-05
420.0,0.15,2.173952832478129e-05
420.0,0.2,2.7820588069906774e-05
420.0,0.25,3.7080509575705346e-05
420.0,0.3,4.5367907706906466e-05
420.0,0.35000000000000003,5.232378887696305e-05
420.0,0.4,5.958688775868929e-05
420.0,0.45000000000000007,6.756159850922535e-05
420.0,0.5,7.84009123550114e-05
420.0,0.5499999999999999,8.823251067755437e-05
420.0,0.6,9.36670070477954e-05
420.0,0.65,0.00010029698181958755
420.0,0.7000000000000001,0.00010807635801307332
420.0,0.75,0.00011865524218370154
420.0,0.8,0.00012754278253954254
420.0,0.8500000000000001,0.0001360889258347811
420.0,0.9000000000000001,0.00014353184205588652
420.0,0.95,0.00015062941128915383
420.0,1.0,0.00016440946507981897
430.0,0.01,1.3330767776862959e-06
430.0,0.05,6.125442506434955e-06
430.0,0.1,1.2900209014295025e-05
430.0,0.15,1.9771987463156183e-05
430.0,0.2,2.7363684275601532e-05
430.0,0.25,3.543267802609343e-05
430.0,0.3,4.5521325551045804e-05
430.0,0.35000000000000003,5.1035668863156927e-05
430.0,0.4,5.70436738158128e-05
430.0,0.45000000000000007,6.552845987928864e-05
430.0,0.5,7.147147944267806e-05
430.0,0.5499999999999999,7.906296362591685e-05
430.0,0.6,8.714898798424825e-05
430.0,0.65,9.427066846387828e-05
430.0,0.7000000000000001,0.00010126524414330837
430.0,0.75,0.0001085086309131943
430.0,0.8,0.00011667970227171635
430.0,0.8500000000000001,0.00012887380567119263
430.0,0.9000000000000001,0.0001381297348022194
430.0,0.95,0.00014687251399537994
430.0,1.0,0.00015719017926064718
440.0,0.01,9.080449668584235e-07
440.0,0.05,6.753535535763523e-06
440.0,0.1,1.2879366334420042e-05
440.0,0.15,1.997202724852427e-05
440.0,0.2,2.60619239153675e-05
440.0,0.25,3.162625855374516e-05
440.0,0.3,3.999472105390735e-05
440.0,0.35000000000000003,4.750197842880932e-05
440.0,0.4,5.4237466691668806e-05
440.0,0.45000000000000007,6.025537680399228e-05
440.0,0.5,6.901540761639851e-05
440.0,0.5499999999999999,8.076411863762048e-05
440.0,0.6,8.914639653422796e-05
440.0,0.65,9.568127006099227e-05
440.0,0.7000000000000001,0.00010198177559155806
440.0,0.75,0.000111766789866787
440.0,0.8,0.00012262828368606707
440.0,0.8500000000000001,0.00012939266008024752
440.0,0.9000000000000001,0.0001377682153862192
440.0,0.95,0.00014484450267380464
440.0,1.0,0.00015621845955961163
450.0,0.01,1.60426058577453e-06
450.0,0.05,5.688235045710219e-06
450.0,0.1,1.1072288129048374e-05
450.0,0.15,1.6821655673034134e-05
450.0,0.2,2.2940008915209436e-05
450.0,0.25,2.9350455951790106e-05
450.0,0.3,3.918321792213857e-05
450.0,0.35000000000000003,4.7275871370349706e-05
450.0,0.4,5.275857817122273e-05
450.0,0.45000000000000007,5.9194788371224513e-05
450.0,0.5,6.685159061993619e-05
450.0,0.5499999999999999,7.400445252624296e-05
450.0,0.6,8.030945801196602e-05
450.0,0.65,9.167901963151739e-05
450.0,0.7000000000000001,9.87742597475276e-05
450.0,0.75,0.00010213418662308634
450.0,0.8,0.00011020033392677461
450.0,0.8500000000000001,0.0001162667055110424
450.0,0.9000000000000001,0.00012957602722881158
450.0,0.95,0.00014336339939232843
450.0,1.0,0.00015132998070875532
460.0,0.01,1.4633343516623033e-06
460.0,0.05,6.190926671164412e-06
460.0,0.1,1.4082381419777368e-05
460.0,0.15,2.0348475482682587e-05
460.0,0.2,2.7430061991605388e-05
460.0,0.25,3.247128361241714e-05
460.0,0.3,4.0140886554300355e-05
460.0,0.35000000000000003,4.860336880215397e-05
460.0,0.4,5.613802516784217e-05
460.0,0.45000000000000007,6.201464679994658e-05
460.0,0.5,7.130847308967457e-05
460.0,0.5499999999999999,8.023960921674495e-05
460.0,0.6,8.795070168176679e-05
460.0,0.65,9.353932605954063e-05
460.0,0.7000000000000001,9.844726560950804e-05
460.0,0.75,0.00010464481864845175
460.0,0.8,0.00011492476127923061
460.0,0.8500000000000001,0.00012038170107031143
460.0,0.9000000000000001,0.00012981862135216066
460.0,0.95,0.000138029018764443
460.0,1.0,0.00014677513037274234
470.0,0.01,1.2248237297238027e-06
470.0,0.05,5.579341929256852e-06
470.0,0.1,1.3151052124241111e-05
470.0,0.15,1.9445529367613876e-05
470.0,0.2,2.7831095766657372e-05
470.0,0.25,3.523880981276626e-05
470.0,0.3,4.586911743379216e-05
470.0,0.35000000000000003,5.081253804209257e-05
470.0,0.4,5.549907353120723e-05
470.0,0.45000000000000007,6.165248301907408e-05
470.0,0.5,7.068952824254292e-05
470.0,0.5499999999999999,7.73234266535664e-05
470.0,0.6,8.631895717786438e-05
470.0,0.65,9.268728180662776e-05
470.0,0.7000000000000001,0.00010098552544248109
470.0,0.75,0.0001079289823094591
470.0,0.8,0.00011388776047150151
470.0,0.8500000000000001,0.00012129978443638089
470.0,0.9000000000000001,0.00013009529247806325
470.0,0.95,0.0001379672341511786
470.0,1.0,0.0001453229554330909
480.0,0.01,1.3828516140195683e-06
480.0,0.05,6.493871575845254e-06
480.0,0.1,1.1549932693662476e-05
480.0,0.15,1.757032597953613e-05
480.0,0.2,2.380872190863944e-05
480.0,0.25,2.817083711942886e-05
480.0,0.3,3.3882515647021384e-05
480.0,0.35000000000000003,4.1866533188711283e-05
480.0,0.4,4.798433479596348e-05
480.0,0.45000000000000007,5.385708399226759e-05
480.0,0.5,6.0625909088560835e-05
480.0,0.5499999999999999,6.989955275808484e-05
480.0,0.6,7.891971403578792e-05
480.0,0.65,8.662612864854351e-05
480.0,0.7000000000000001,9.200835113895051e-05
480.0,0.75,9.989966378775184e-05
480.0,0.8,0.00010414220860433595
480.0,0.8500000000000001,0.000109309280395794
480.0,0.9000000000000001,0.0001192354117277403
480.0,0.95,0.0001264003263370871
480.0,1.0,0.00013173198993740598
490.0,0.01,1.3888841734985147e-06
490.0,0.05,5.388147717694915e-06
490.0,0.1,1.0903237609100261e-05
490.0,0.15,1.7054992697521627e-05
490.0,0.2,2.453391136559666e-05
490.0,0.25,3.0551965203565394e-05
490.0,0.3,3.8017034595632056e-05
490.0,0.35000000000000003,4.5352829772227195e-05
490.0,0.4,5.2282942111352126e-05
490.0,0.45000000000000007,5.6541737187905575e-05
490.0,0.5,6.443419783750566e-05
490.0,0.5499999999999999,7.342639703988465e-05
490.0,0.6,8.11387669487064e-05
490.0,0.65,9.133647919026666e-05
490.0,0.7000000000000001,9.877387464041494e-05
490.0,0.75,0.00010304606995731977
490.0,0.8,0.00010750086112953187
490.0,0.8500000000000001,0.00011710688436478572
490.0,0.9000000000000001,0.0001250624836255751
490.0,0.95,0.00013468667203062566
490.0,1.0,0.00014464926345338102
500.0,0.01,9.668519152256207e-07
500.0,0.05,4.819874986381708e-06
500.0,0.1,1.2230330134417989e-05
500.0,0.15,1.9534950731980342e-05
500.0,0.2,2.6584929155519494e-05
500.0,0.25,3.282886483758645e-05
500.0,0.3,3.951062241369335e-05
500.0,0.35000000000000003,4.480238335717128e-05
500.0,0.4,5.3186250115925565e-05
500.0,0.45000000000000007,5.777545732850313e-05
500.0,0.5,6.382494820096652e-05
500.0,0.5499999999999999,7.32310507091972e-05
500.0,0.6,7.98670379454589e-05
500.0,0.65,8.837306020273138e-05
500.0,0.7000000000000001,9.48105486369525e-05
500.0,0.75,0.0001026054783762034
500.0,0.8,0.00010844680170696753
500.0,0.8500000000000001,0.00011725501091504132
500.0,0.9000000000000001,0.0001243889149405991
500.0,0.95,0.00013176343269052443
500.0,1.0,0.0001409901516097772
510.0,0.01,1.850466516356745e-06
510.0,0.05,5.892542863711224e-06
510.0,0.1,1.1683410237798066e-05
510.0,0.15,1.8264839625013352e-05
510.0,0.2,2.564626417626933e-05
510.0,0.25,3.1414715462927226e-05
510.0,0.3,3.702025461038011e-05
510.0,0.35000000000000003,4.406451733465741e-05
510.0,0.4,5.1092942351256806e-05
510.0,0.45000000000000007,5.638301276606566e-05
510.0,0.5,6.377017265367553e-05
510.0,0.5499999999999999,7.181607906847366e-05
510.0,0.6,8.026482335743207e-05
510.0,0.65,8.720622363829482e-05
510.0,0.7000000000000001,9.391472727207241e-05
510.0,0.75,0.00010149473450083122
510.0,0.8,0.00010819794416856474
510.0,0.8500000000000001,0.00011419341757808845
510.0,0.9000000000000001,0.00012480861367334973
510.0,0.95,0.00013269811936179058
510.0,1.0,0.00014052156392098392
520.0,0.01,9.08178924280266e-07
520.0,0.05,5.9601699599749545e-06
520.0,0.1,1.252366056598221e-05
520.0,0.15,1.9419314560917375e-05
520.0,0.2,2.4601588489981586e-05
520.0,0.25,2.9455912279588994e-05
520.0,0.3,3.645322209991188e-05
520.0,0.35000000000000003,4.292201732901626e-05
520.0,0.4,5.0996887052779325e-05
520.0,0.45000000000000007,5.515656291594456e-05
520.0,0.5,6.294513916209809e-05
520.0,0.5499999999999999,7.136513428298299e-05
520.0,0.6,7.692039343584617e-05
520.0,0.65,8.325476783699012e-05
520.0,0.7000000000000001,9.172792465703024e-05
520.0,0.75,9.985996071760805e-05
520.0,0.8,0.00010413644170757252
520.0,0.8500000000000001,0.00010918379179662932
520.0,0.9000000000000001,0.0001183941401111718
520.0,0.95,0.00012507017370707717
520.0,1.0,0.00013335792741299104
530.0,0.01,7.932172603740859e-07
530.0,0.05,6.269561740915472e-06
530.0,0.1,1.0790811265387342e-05
530.0,0.15,1.897906281555378e-05
530.0,0.2,2.611498051046594e-05
530.0,0.25,3.10166801136818e-05
530.0,0.3,3.739645137651938e-05
530.0,0.35000000000000003,4.46840841093283e-05
530.0,0.4,5.1975036643478856e-05
530.0,0.45000000000000007,5.726129948564534e-05
530.0,0.5,6.388119932745236e-05
530.0,0.5499999999999999,7.208100369214615e-05
530.0,0.6,8.016861860287872e-05
530.0,0.65,8.907065287560319e-05
530.0,0.7000000000000001,9.516669158403593e-05
530.0,0.75,0.00010358823148351459
530.0,0.8,0.00010694241883047198
530.0,0.8500000000000001,0.00011564319013043884
530.0,0.9000000000000001,0.0001256815053610214
530.0,0.95,0.00013445468553046938
530.0,1.0,0.00014406443423393088
540.0,0.01,1.353306654976707e-06
540.0,0.05,5.914731914397994e-06
540.0,0.1,1.2677462302618578e-05
540.0,0.15,1.9415381002288383e-05
540.0,0.2,2.621349299670696e-05
540.0,0.25,3.276770680106934e-05
540.0,0.3,3.9760634748879243e-05
540.0,0.35000000000000003,4.6941300004547e-05
540.0,0.4,5.252150243514455e-05
540.0,0.45000000000000007,5.910161585023468e-05
540.0,0.5,6.63711171686301e-05
540.0,0.5499999999999999,7.381560318221343e-05
540.0,0.6,8.00949064134272e-05
540.0,0.65,8.727867883312207e-05
540.0,0.7000000000000001,9.295113112290215e-05
540.0,0.75,9.977513827382432e-05
540.0,0.8,0.0001033632591737987
540.0,0.8500000000000001,0.00010914382846405614
540.0,0.9000000000000001,0.00011637317135029033
540.0,0.95,0.00012675897875577094
540.0,1.0,0.00013470723060892548
550.0,0.01,1.3860659078511464e-06
550.0,0.05,5.643800812755282e-06
550.0,0.1,1.1605161241384758e-05
550.0,0.15,1.6182888925632232e-05
550.0,0.2,2.2060756842776644e-05
550.0,0.25,2.8397307429073144e-05
550.0,0.3,3.543191411228097e-05
550.0,0.35000000000000003,4.325264376547817e-05
550.0,0.4,5.0149680803034475e-05
550.0,0.45000000000000007,5.663326213491144e-05
550.0,0.5,6.25393545880165e-05
550.0,0.5499999999999999,7.067392919082483e-05
550.0,0.6,8.04177307994528e-05
550.0,0.65,8.587615164738893e-05
550.0,0.7000000000000001,9.40557343530441e-05
550.0,0.75,0.00010167861505248321
550.0,0.8,0.00010662822038349902
550.0,0.8500000000000001,0.00011245330396472905
550.0,0.9000000000000001,0.00012159426333828042
550.0,0.95,0.00012872980610320703
550.0,1.0,0.0001377556069756215
560.0,0.01,1.7814263427541957e-06
560.0,0.05,6.550660938943088e-06
560.0,0.1,1.3088085336125957e-05
560.0,0.15,1.8013402865713163e-05
560.0,0.2,2.35790788220842e-05
560.0,0.25,2.8767825772581896e-05
560.0,0.3,3.360527299922049e-05
560.0,0.35000000000000003,4.054915482159098e-05
560.0,0.4,4.7082968941162454e-05
560.0,0.45000000000000007,5.4419330720973375e-05
560.0,0.5,6.06559511834531e-05
560.0,0.5499999999999999,6.68089694850462e-05
560.0,0.6,7.586603495689084e-05
560.0,0.65,8.363970824981678e-05
560.0,0.7000000000000001,9.068882766133537e-05
560.0,0.75,9.589280138050024e-05
560.0,0.8,0.00010374369770948933
560.0,0.8500000000000001,0.00010751585966615866
560.0,0.9000000000000001,0.00011558970031351235
560.0,0.95,0.00012419234902700556
560.0,1.0,0.00013155808217720047
570.0,0.01,7.784725776409771e-07
570.0,0.05,4.5974256826820386e-06
570.0,0.1,1.0399526076048899e-05
570.0,0.15,1.573619113584806e-05
570.0,0.2,2.1543355261061095e-05
570.0,0.25,2.7099747229071573e-05
570.0,0.3,3.2237690385262633e-05
570.0,0.35000000000000003,3.843606460010789e-05
570.0,0.4,4.722872191670554e-05
570.0,0.45000000000000007,5.591437622675114e-05
570.0,0.5,6.0044319330494627e-05
570.0,0.5499999999999999,6.747242324946885e-05
570.0,0.6,7.501220787272552e-05
570.0,0.65,8.212099683356568e-05
570.0,0.7000000000000001,9.142823005986278e-05
570.0,0.75,9.895431093607764e-05
570.0,0.8,0.00010565338901136546
570.0,0.8500000000000001,0.0001100081317335355
570.0,0.9000000000000001,0.00011344169113422454
570.0,0.95,0.00012406628131948733
570.0,1.0,0.0001314094565084816
580.0,0.01,1.0146802184612717e-06
580.0,0.05,5.5709875915468175e-06
580.0,0.1,1.128905902595521e-05
580.0,0.15,1.6755728492286926e-05
580.0,0.2,2.383537738179639e-05
580.0,0.25,2.854614658243306e-05
580.0,0.3,3.4564219995222244e-05
580.0,0.35000000000000003,4.061066166490263e-05
580.0,0.4,4.804241517585974e-05
580.0,0.45000000000000007,5.445393203600678e-05
580.0,0.5,5.937315992352853e-05
580.0,0.5499999999999999,6.420206230369047e-05
580.0,0.6,7.14897443033138e-05
580.0,0.65,7.94604779822837e-05
580.0,0.7000000000000001,8.671023020308808e-05
580.0,0.75,9.321853378398288e-05
580.0,0.8,0.00010218358952193315
580.0,0.8500000000000001,0.00010802756874036303
580.0,0.9000000000000001,0.00011382705440865429
580.0,0.95,0.00011917017333535513
580.0,1.0,0.00012645822319422436
590.0,0.01,1.0472226771482758e-06
590.0,0.05,5.279286957013392e-06
590.0,0.1,1.1516363408439056e-05
590.0,0.15,1.8790285882560976e-05
590.0,0.2,2.609095107694394e-05
590.0,0.25,3.26683572106743e-05
590.0,0.3,4.0154018846386984e-05
590.0,0.35000000000000003,4.808747848842064e-05
590.0,0.4,5.4269362478365416e-05
590.0,0.45000000000000007,6.007179197522315e-05
590.0,0.5,6.664091863927115e-05
590.0,0.5499999999999999,7.364368839811627e-05
590.0,0.6,8.053659610236247e-05
590.0,0.65,8.830465584438374e-05
590.0,0.7000000000000001,9.59734442824624e-05
590.0,0.75,0.00010134826386780786
590.0,0.8,0.00010664673660567708
590.0,0.8500000000000001,0.00011024228878620549
590.0,0.9000000000000001,0.00011572396805791268
590.0,0.95,0.00012280011231657363
590.0,1.0,0.000132923693338148
600.0,0.01,1.5817314847178207e-06
600.0,0.05,6.0429515460126875e-06
600.0,0.1,9.737277647059196e-06
600.0,0.15,1.4611587325757755e-05
600.0,0.2,2.0269861959743136e-05
600.0,0.25,2.486655133788863e-05
600.0,0.3,3.1036900121904874e-05
600.0,0.35000000000000003,3.819841406084334e-05
600.0,0.4,4.4400846117060024e-05
600.0,0.45000000000000007,5.0795942774867205e-05
600.0,0.5,5.7583927769944035e-05
600.0,0.5499999999999999,6.42226699938168e-05
600.0,0.6,7.260735300982198e-05
600.0,0.65,8.040324201906388e-05
600.0,0.7000000000000001,8.811337701520531e-05
600.0,0.75,9.365211305755529e-05
600.0,0.8,0.00010198227892946155
600.0,0.8500000000000001,0.00010688119140230027
600.0,0.9000000000000001,0.00011114597575015085
600.0,0.95,0.00011819641078436062
600.0,1.0,0.000129927358833899
610.0,0.01,9.761543060284748e-07
610.0,0.05,5.546164378597898e-06
610.0,0.1,1.0774063792985269e-05
610.0,0.15,1.832484782140247e-05
610.0,0.2,2.356910779753986e-05
610.0,0.25,3.0200510696468678e-05
610.0,0.3,3.6294910736409155e-05
610.0,0.35000000000000003,4.30380583015123e-05
610.0,0.4,4.976155483449826e-05
610.0,0.45000000000000007,5.793098445974532e-05
610.0,0.5,6.458054410875867e-05
610.0,0.5499999999999999,7.023944824787029e-05
610.0,0.6,7.881079909962127e-05
610.0,0.65,8.706094638818723e-05
610.0,0.7000000000000001,9.60858854817326e-05
610.0,0.75,0.00010069593673978356
610.0,0.8,0.00010773603662118884
610.0,0.8500000000000001,0.00011396472612521456
610.0,0.9000000000000001,0.00011944638072906496
610.0,0.95,0.00012720428501960602
610.0,1.0,0.00013571995636581116
620.0,0.01,1.6786906421625736e-06
620.0,0.05,8.84128361409913e-06
620.0,0.1,1.5397448838357592e-05
620.0,0.15,2.194604029799557e-05
620.0,0.2,2.7988694433950617e-05
620.0,0.25,3.3564919867060485e-05
620.0,0.3,4.123948222349802e-05
620.0,0.35000000000000003,4.935596081779379e-05
620.0,0.4,5.5037884919155085e-05
620.0,0.45000000000000007,5.962009430464205e-05
620.0,0.5,6.656227984739191e-05
620.0,0.5499999999999999,7.23255907388385e-05
620.0,0.6,7.741439691468312e-05
620.0,0.65,8.466727912764406e-05
620.0,0.7000000000000001,9.208630932793112e-05
620.0,0.75,9.72105579377277e-05
620.0,0.8,0.00010310286340023696
620.0,0.8500000000000001,0.0001065762090770944
620.0,0.9000000000000001,0.00011243237431102302
620.0,0.95,0.00011945760984178634
620.0,1.0,0.00012797575621949873
630.0,0.01,9.118832269890796e-07
630.0,0.05,4.660989912738117e-06
630.0,0.1,1.0461155346834382e-05
630.0,0.15,1.6149076573060756e-05
630.0,0.2,2.2015052640761154e-05
630.0,0.25,2.8350763784672137e-05
630.0,0.3,3.4009875950846504e-05
630.0,0.35000000000000003,3.9798467124038805e-05
630.0,0.4,4.682354133809403e-05
630.0,0.45000000000000007,5.329933445809771e-05
630.0,0.5,6.012717127302916e-05
630.0,0.5499999999999999,6.779601701839524e-05
630.0,0.6,7.624913008532433e-05
630.0,0.65,8.391918334652707e-05
630.0,0.7000000000000001,9.13873772513513e-05
630.0,0.75,9.894505846631954e-05
630.0,0.8,0.00010726091782059783
630.0,0.8500000000000001,0.00011053069811021006
630.0,0.9000000000000001,0.00011643354532069679
630.0,0.95,0.00012274642163339906
630.0,1.0,0.00013306685610854608
640.0,0.01,1.306902351847465e-06
640.0,0.05,3.844556844985879e-06
640.0,0.1,9.989483721404229e-06
640.0,0.15,1.6311253686437237e-05
640.0,0.2,2.299444754350101e-05
640.0,0.25,2.8359670837542502e-05
640.0,0.3,3.363953105659918e-05
640.0,0.35000000000000003,4.0019657371447984e-05
640.0,0.4,4.684283081747966e-05
640.0,0.45000000000000007,5.1744718399025616e-05
640.0,0.5,5.904978067955855e-05
640.0,0.5499999999999999,6.471331907809602e-05
640.0,0.6,7.17142411582588e-05
640.0,0.65,7.83360321061216e-05
640.0,0.7000000000000001,8.702573051057431e-05
640.0,0.75,9.385768675074181e-05
640.0,0.8,0.00010098408694314417
640.0,0.8500000000000001,0.00010771485671300764
640.0,0.9000000000000001,0.00011290396396550636
640.0,0.95,0.00011784152598528846
640.0,1.0,0.00012523204521575185
650.0,0.01,8.108147293884283e-07
650.0,0.05,4.640372458700502e-06
650.0,0.1,9.827751589568793e-06
650.0,0.15,1.4445275668822682e-05
650.0,0.2,2.1843788973815483e-05
650.0,0.25,2.7412046288972392e-05
650.0,0.3,3.322052456888559e-05
650.0,0.35000000000000003,4.002078154332244e-05
650.0,0.4,4.6702190124554786e-05
650.0,0.45000000000000007,5.454124175318107e-05
650.0,0.5,5.9879902092623664e-05
650.0,0.5499999999999999,6.56421372310751e-05
650.0,0.6,7.266068147933775e-05
650.0,0.65,8.069061755006897e-05
650.0,0.7000000000000001,8.603691710641952e-05
650.0,0.75,9.417222337347036e-05
650.0,0.8,0.0001012933947014814
650.0,0.8500000000000001,0.00010917111331378236
650.0,0.9000000000000001,0.00011444535638536753
650.0,0.95,0.00011894398614056292
650.0,1.0,0.00012784948064748815
660.0,0.01,6.395298244689204e-07
660.0,0.05,4.0035692376297895e-06
660.0,0.1,9.525374835595926e-06
660.0,0.15,1.526782737192959e-05
660.0,0.2,2.1477587157402754e-05
660.0,0.25,2.5935811048522164e-05
660.0,0.3,3.2119530321093655e-05
660.0,0.35000000000000003,3.711955379832699e-05
660.0,0.4,4.352809221023643e-05
660.0,0.45000000000000007,4.9238765969821565e-05
660.0,0.5,5.428332392322732e-05
660.0,0.5499999999999999,5.983390541058093e-05
660.0,0.6,6.544784735793048e-05
660.0,0.65,7.290465070125974e-05
660.0,0.7000000000000001,8.035377573569911e-05
660.0,0.75,8.765976910314789e-05
660.0,0.8,9.304953538728452e-05
660.0,0.8500000000000001,9.838075077442062e-05
660.0,0.9000000000000001,0.00010473640229427243
660.0,0.95,0.0001082157035646014
660.0,1.0,0.00011220622322823481
670.0,0.01,1.4669216602142696e-06
670.0,0.05,5.434223373821592e-06
670.0,0.1,1.0359197725532025e-05
670.0,0.15,1.7123812660477278e-05
670.0,0.2,2.2419976969956493e-05
670.0,0.25,2.8536069192073626e-05
670.0,0.3,3.453323383518404e-05
670.0,0.35000000000000003,4.220303493887119e-05
670.0,0.4,4.9011264638494104e-05
670.0,0.45000000000000007,5.340385643861354e-05
670.0,0.5,5.7321654739387e-05
670.0,0.5499999999999999,6.275990785125416e-05
670.0,0.6,6.877219901653211e-05
670.0,0.65,7.523497480539529e-05
670.0,0.7000000000000001,8.219856363833174e-05
670.0,0.75,8.768135653184462e-05
670.0,0.8,9.614754800441038e-05
670.0,0.8500000000000001,0.00010171150988089833
670.0,0.9000000000000001,0.00010914194212503462
670.0,0.95,0.00011278557923951569
670.0,1.0,0.00012001025867441582
680.0,0.01,1.3108004556814673e-06
680.0,0.05,5.858276212592395e-06
680.0,0.1,1.1262273188919381e-05
680.0,0.15,1.6753921694842787e-05
680.0,0.2,2.1813218869551565e-05
680.0,0.25,2.6973089561025738e-05
680.0,0.3,3.2384369976821186e-05
680.0,0.35000000000000003,3.747163964331277e-05
680.0,0.4,4.346904072319493e-05
680.0,0.45000000000000007,4.800046147140767e-05
680.0,0.5,5.440234962851926e-05
680.0,0.5499999999999999,6.003760459871714e-05
680.0,0.6,6.652527155614236e-05
680.0,0.65,7.406914083144745e-05
680.0,0.7000000000000001,7.96572918730206e-05
680.0,0.75,8.683604515752727e-05
680.0,0.8,9.44075254295886e-05
680.0,0.8500000000000001,9.894434004975807e-05
680.0,0.9000000000000001,0.00010648168382035177
680.0,0.95,0.00010924462345765727
680.0,1.0,0.00011601080375786363
690.0,0.01,5.46424868617391e-07
