W,q,theta_p
120.0,0.15,4.930440336562551e-05
120.0,0.2,5.9878018938122004e-05
120.0,0.25,8.525642483480451e-05
120.0,0.3,0.00010289716963522399
120.0,0.35000000000000003,0.0001247137001688335
120.0,0.4,0.00012958447622670173
120.0,0.45000000000000007,0.0001429932053460565
120.0,0.5,0.00016255581082838815
120.0,0.5499999999999999,0.000175717007594164
120.0,0.6,0.00020080814264475722
120.0,0.65,0.00021479631814936315
120.0,0.7000000000000001,0.00023015337707699038
120.0,0.75,0.0002493798256587323
120.0,0.8,0.0002612526122519521
120.0,0.8500000000000001,0.0002781705222847337
120.0,0.9000000000000001,0.0002977654422479242
120.0,0.95,0.00030885177102279326
120.0,1.0,0.000322398837850554
130.0,0.01,5.3253365036866155e-06
130.0,0.05,1.833261922089818e-05
130.0,0.1,3.2117144716490294e-05
130.0,0.15,4.751331492324551e-05
130.0,0.2,6.292198374267075e-05
130.0,0.25,7.634493375895652e-05
130.0,0.3,9.439717779707883e-05
130.0,0.35000000000000003,0.00010793916654483872
130.0,0.4,0.00011968747067941474
130.0,0.45000000000000007,0.00013975857884285464
130.0,0.5,0.00014910601919855323
130.0,0.5499999999999999,0.0001718127367351322
130.0,0.6,0.00018572723132330635
130.0,0.65,0.00020020142645411467
130.0,0.7000000000000001,0.0002129241390769684
130.0,0.75,0.00024097617972087287
130.0,0.8,0.00024676251705684437
130.0,0.8500000000000001,0.0002570490839472092
130.0,0.9000000000000001,0.0002636859078858043
130.0,0.95,0.0002890256295255899
130.0,1.0,0.00029962555755473776
140.0,0.01,2.904712558301974e-06
140.0,0.05,1.1999089744194172e-05
140.0,0.1,2.9440021930677014e-05
140.0,0.15,4.436252178861461e-05
140.0,0.2,5.976892807606622e-05
140.0,0.25,7.031520049197809e-05
140.0,0.3,8.548126344036176e-05
140.0,0.35000000000000003,0.0001035875722547168
140.0,0.4,0.00012394633321270696
140.0,0.45000000000000007,0.00013237239159965265
140.0,0.5,0.00014753981129523837
140.0,0.5499999999999999,0.0001525150834262408
140.0,0.6,0.00017206568013804216
140.0,0.65,0.00017552962359079137
140.0,0.7000000000000001,0.00019202060694604068
140.0,0.75,0.00021096261447403242
140.0,0.8,0.00023096420806528918
140.0,0.8500000000000001,0.00024375666884658278
140.0,0.9000000000000001,0.00025307861830945594
140.0,0.95,0.00026856252853834197
140.0,1.0,0.0002876135047774846
150.0,0.01,3.2356743797368345e-06
150.0,0.05,1.3282531976357345e-05
150.0,0.1,2.8552236676315106e-05
150.0,0.15,3.9566796807939854e-05
150.0,0.2,5.3888294531239814e-05
150.0,0.25,6.79975772063579e-05
150.0,0.3,8.243160573212484e-05
150.0,0.35000000000000003,0.00010278658593097803
150.0,0.4,0.00012674770292715428
150.0,0.45000000000000007,0.00014198021712991918
150.0,0.5,0.00014715841356766895
150.0,0.5499999999999999,0.00015151252732383317
150.0,0.6,0.00017433826603348274
150.0,0.65,0.00019309511505950777
150.0,0.7000000000000001,0.0001966578239690744
150.0,0.75,0.0002105629278747138
150.0,0.8,0.00022658640018006064
150.0,0.8500000000000001,0.00025537840555944205
150.0,0.9000000000000001,0.00026528239621548006
150.0,0.95,0.0002759291673746289
150.0,1.0,0.00028396858614122676
160.0,0.01,2.221512347702334e-06
160.0,0.05,1.4879428056894534e-05
160.0,0.1,3.276680718877698e-05
160.0,0.15,4.504714345854696e-05
160.0,0.2,5.944750751053992e-05
160.0,0.25,7.189135308582815e-05
160.0,0.3,8.889200448340268e-05
160.0,0.35000000000000003,0.00010876401117111953
160.0,0.4,0.00012069660025491662
160.0,0.45000000000000007,0.000137397707801015
160.0,0.5,0.00015646941553973894
160.0,0.5499999999999999,0.00016653514293312217
160.0,0.6,0.00017686201364076328
160.0,0.65,0.00018111329062643587
160.0,0.7000000000000001,0.00019687464049537745
160.0,0.75,0.00021589534663086975
160.0,0.8,0.00022394587709457177
160.0,0.8500000000000001,0.00023315222875854285
160.0,0.9000000000000001,0.0002573784385224127
160.0,0.95,0.00026506764613460525
160.0,1.0,0.0002795803427370417
170.0,0.01,2.5854410225486467e-06
170.0,0.05,1.1755307991364664e-05
170.0,0.1,2.5570522028862636e-05
170.0,0.15,4.025072178748998e-05
170.0,0.2,5.349232407254668e-05
170.0,0.25,6.916050107078863e-05
170.0,0.3,7.936921406036957e-05
170.0,0.35000000000000003,9.084707110627471e-05
170.0,0.4,0.00010907916123647541
170.0,0.45000000000000007,0.0001260736550839406
170.0,0.5,0.00014317856410333294
170.0,0.5499999999999999,0.00015395470627959482
170.0,0.6,0.00016358814266531868
170.0,0.65,0.00017507861188975174
170.0,0.7000000000000001,0.00018769822101438483
170.0,0.75,0.00019864539822460415
170.0,0.8,0.00021552334645191955
170.0,0.8500000000000001,0.0002286598437881125
170.0,0.9000000000000001,0.0002444325710322111
170.0,0.95,0.00024963353118993354
170.0,1.0,0.00027252627587818655
180.0,0.01,2.0823139256532093e-06
180.0,0.05,9.234143670525341e-06
180.0,0.1,2.0239672849774748e-05
180.0,0.15,3.09634054956903e-05
180.0,0.2,4.43350681553017e-05
180.0,0.25,5.327163046974849e-05
180.0,0.3,6.627140082677547e-05
180.0,0.35000000000000003,7.927398990881449e-05
180.0,0.4,8.855726610805372e-05
180.0,0.45000000000000007,0.00010142209779665655
180.0,0.5,0.00012261599260602834
180.0,0.5499999999999999,0.00013698557303634505
180.0,0.6,0.00014845466786790943
180.0,0.65,0.00016315389525586185
180.0,0.7000000000000001,0.00017719864203713442
180.0,0.75,0.00018747763340931935
180.0,0.8,0.00019200974697042528
180.0,0.8500000000000001,0.0002110798752491433
180.0,0.9000000000000001,0.00022930485509942974
180.0,0.95,0.00024035463381770272
180.0,1.0,0.00024751501252956166
190.0,0.01,1.7657274807351217e-06
190.0,0.05,1.0334394001938813e-05
190.0,0.1,2.0106312334003367e-05
190.0,0.15,3.37925270876688e-05
190.0,0.2,4.4766276364387793e-05
190.0,0.25,5.38091250750888e-05
190.0,0.3,6.444721022064691e-05
190.0,0.35000000000000003,7.384327551424256e-05
190.0,0.4,8.164700189513861e-05
190.0,0.45000000000000007,9.86149589649115e-05
190.0,0.5,0.0001093787950538435
190.0,0.5499999999999999,0.00012318552589301636
190.0,0.6,0.0001361656303541684
190.0,0.65,0.00015328644311107117
190.0,0.7000000000000001,0.00016626107896972365
190.0,0.75,0.000173824280775729
190.0,0.8,0.00019079744994808181
190.0,0.8500000000000001,0.00019976869381980525
190.0,0.9000000000000001,0.00020823329424289984
190.0,0.95,0.00022128226916725267
190.0,1.0,0.0002329444498991929
200.0,0.01,2.2049178194531747e-06
200.0,0.05,9.743734129295613e-06
200.0,0.1,1.9730944444760847e-05
200.0,0.15,3.169554311221027e-05
200.0,0.2,4.373421145911834e-05
200.0,0.25,5.547814105277849e-05
200.0,0.3,7.013860793712626e-05
200.0,0.35000000000000003,7.98817670074821e-05
200.0,0.4,9.153199558845386e-05
200.0,0.45000000000000007,0.00010457314179976117
200.0,0.5,0.00010963918765667923
200.0,0.5499999999999999,0.00012950130514187693
200.0,0.6,0.0001464034073085501
200.0,0.65,0.000155905828470326
200.0,0.7000000000000001,0.00016749887233534678
200.0,0.75,0.000181333032639442
200.0,0.8,0.00019056177869909623
200.0,0.8500000000000001,0.00019505402203503892
200.0,0.9000000000000001,0.00020398642190727094
200.0,0.95,0.00021767234567396403
200.0,1.0,0.00023499619909137057
210.0,0.01,2.597183164424328e-06
210.0,0.05,9.90962283926183e-06
210.0,0.1,2.288360017065945e-05
210.0,0.15,3.5538470667290716e-05
210.0,0.2,4.36460372732194e-05
210.0,0.25,5.351322155837289e-05
210.0,0.3,6.61990762615323e-05
210.0,0.35000000000000003,7.840220751956432e-05
210.0,0.4,8.72040438846244e-05
210.0,0.45000000000000007,0.00010393832141710015
210.0,0.5,0.00011086867628289958
210.0,0.5499999999999999,0.00012303215841818625
210.0,0.6,0.00013809596399814585
210.0,0.65,0.00015116718319291964
210.0,0.7000000000000001,0.0001618167198994501
210.0,0.75,0.0001750491709051146
210.0,0.8,0.00019119561782820842
210.0,0.8500000000000001,0.00020279312717722477
210.0,0.9000000000000001,0.00020712683471001738
210.0,0.95,0.00021192217163748468
210.0,1.0,0.0002236064530440484
220.0,0.01,1.0372054068641112e-06
220.0,0.05,9.84785753760048e-06
220.0,0.1,1.9434147945679332e-05
220.0,0.15,3.106267916612234e-05
220.0,0.2,4.331266141501145e-05
220.0,0.25,5.248331997001899e-05
220.0,0.3,6.51255176932509e-05
220.0,0.35000000000000003,7.653845364367986e-05
220.0,0.4,8.164806170020365e-05
220.0,0.45000000000000007,9.52819698333979e-05
220.0,0.5,0.0001097423598890889
220.0,0.5499999999999999,0.00011957584153376033
220.0,0.6,0.00012511889947829858
220.0,0.65,0.0001465131914893191
220.0,0.7000000000000001,0.00016260790408147548
220.0,0.75,0.00017267226479978251
220.0,0.8,0.00018396741479378945
220.0,0.8500000000000001,0.00019719713856363027
220.0,0.9000000000000001,0.00020504822233413517
220.0,0.95,0.00021375521708333545
220.0,1.0,0.00022422252343775665
230.0,0.01,2.36237050242741e-06
230.0,0.05,7.668865300955944e-06
230.0,0.1,1.6027239772714075e-05
230.0,0.15,2.4355005744595165e-05
230.0,0.2,3.47805981398333e-05
230.0,0.25,4.639043516647411e-05
230.0,0.3,5.6469094618679724e-05
230.0,0.35000000000000003,6.472476844910448e-05
230.0,0.4,7.601724381524165e-05
230.0,0.45000000000000007,8.490826399300504e-05
230.0,0.5,9.238492854460435e-05
230.0,0.5499999999999999,0.00010633776768183994
230.0,0.6,0.00012193210792937485
230.0,0.65,0.00013531292970643985
230.0,0.7000000000000001,0.00015205247786933694
230.0,0.75,0.00016231151014675687
230.0,0.8,0.00017360409091280574
230.0,0.8500000000000001,0.000188173175042094
230.0,0.9000000000000001,0.00020697030164325004
230.0,0.95,0.00021027358707712985
230.0,1.0,0.00021986136390416238
240.0,0.01,2.01795253055295e-06
240.0,0.05,9.082297103346947e-06
240.0,0.1,1.8938679520365467e-05
240.0,0.15,2.8703673493145015e-05
240.0,0.2,3.761185237021403e-05
240.0,0.25,4.635754400153364e-05
240.0,0.3,5.769465599116134e-05
240.0,0.35000000000000003,6.68639678585139e-05
240.0,0.4,7.59956363630633e-05
240.0,0.45000000000000007,8.537690730394433e-05
240.0,0.5,9.557083222061272e-05
240.0,0.5499999999999999,0.00011346833349547567
240.0,0.6,0.0001221193713198026
240.0,0.65,0.00013711180157067906
240.0,0.7000000000000001,0.0001473447042439178
240.0,0.75,0.00015881732279177287
240.0,0.8,0.00017671513716708783
240.0,0.8500000000000001,0.00018372445522294313
240.0,0.9000000000000001,0.00019392957591212628
240.0,0.95,0.00020138187709376547
240.0,1.0,0.0002120909189110134
250.0,0.01,2.2749464375077084e-06
250.0,0.05,9.143635336202417e-06
250.0,0.1,1.8724749400987607e-05
250.0,0.15,2.634958638247893e-05
250.0,0.2,3.6255078750039676e-05
250.0,0.25,4.776720019143463e-05
250.0,0.3,6.039181289458452e-05
250.0,0.35000000000000003,6.877659968382267e-05
250.0,0.4,7.72432602933349e-05
250.0,0.45000000000000007,8.531766397109125e-05
250.0,0.5,9.167856490433678e-05
250.0,0.5499999999999999,0.00010401132928946698
250.0,0.6,0.00011536341167197377
250.0,0.65,0.00012605278247700155
250.0,0.7000000000000001,0.0001371706007158107
250.0,0.75,0.0001492210798526578
250.0,0.8,0.00016117092657710498
250.0,0.8500000000000001,0.0001753915505398949
250.0,0.9000000000000001,0.00018419032762637594
250.0,0.95,0.00019066117084799003
250.0,1.0,0.0002094242241132069
260.0,0.01,1.6719825472907211e-06
260.0,0.05,8.370445889146741e-06
260.0,0.1,1.5668220392114673e-05
260.0,0.15,2.5212533621349865e-05
260.0,0.2,3.7474392346311284e-05
260.0,0.25,4.735528325096453e-05
260.0,0.3,5.832627116547757e-05
260.0,0.35000000000000003,6.944202757960359e-05
260.0,0.4,8.019927390346327e-05
260.0,0.45000000000000007,8.893521184719848e-05
260.0,0.5,9.658182825462553e-05
260.0,0.5499999999999999,0.00011224158201170674
260.0,0.6,0.00012313203572427299
260.0,0.65,0.00013637619048499495
260.0,0.7000000000000001,0.00014712907809598204
260.0,0.75,0.0001574822010951753
260.0,0.8,0.0001718965536360489
260.0,0.8500000000000001,0.0001810093360875519
260.0,0.9000000000000001,0.00018915228471088952
260.0,0.95,0.0002019634169139696
260.0,1.0,0.00020679641300640138
270.0,0.01,1.7633195618531414e-06
270.0,0.05,9.121428467351425e-06
270.0,0.1,1.8190790086920252e-05
270.0,0.15,2.5434303859695266e-05
270.0,0.2,3.4228575572019955e-05
270.0,0.25,4.331867813049227e-05
270.0,0.3,5.251943215909679e-05
270.0,0.35000000000000003,6.443354739947438e-05
270.0,0.4,7.255031635707738e-05
270.0,0.45000000000000007,7.994282270086601e-05
270.0,0.5,9.045630250233785e-05
270.0,0.5499999999999999,0.00010444207395137874
270.0,0.6,0.0001156812827047592
270.0,0.65,0.00012760188590175853
270.0,0.7000000000000001,0.00013870773976260015
270.0,0.75,0.00014819683094376628
270.0,0.8,0.00016072340098459352
270.0,0.8500000000000001,0.00017608159619624176
270.0,0.9000000000000001,0.0001830127654163402
270.0,0.95,0.0001895005177920786
270.0,1.0,0.00019886670747706181
280.0,0.01,2.0287398065851447e-06
280.0,0.05,1.0184390324154387e-05
280.0,0.1,1.703155474279789e-05
280.0,0.15,2.5814374244567906e-05
280.0,0.2,3.486861638331914e-05
280.0,0.25,4.26558029406252e-05
280.0,0.3,4.829341961589927e-05
280.0,0.35000000000000003,5.9128468776299605e-05
280.0,0.4,6.807055147683019e-05
280.0,0.45000000000000007,7.66051687706721e-05
280.0,0.5,8.573906406382312e-05
280.0,0.5499999999999999,9.238383186925797e-05
280.0,0.6,0.00010477824841016342
280.0,0.65,0.00011580068181711489
280.0,0.7000000000000001,0.00012619964213224366
280.0,0.75,0.000136268220903859
280.0,0.8,0.0001498382479704415
280.0,0.8500000000000001,0.00015752334314116768
280.0,0.9000000000000001,0.00017632668816200146
280.0,0.95,0.0001840421370545328
280.0,1.0,0.00019092107486401712
290.0,0.01,1.3925171294724265e-06
290.0,0.05,6.27559583487014e-06
290.0,0.1,1.3937287413706903e-05
290.0,0.15,2.284108919310148e-05
290.0,0.2,3.1489932846501606e-05
290.0,0.25,3.868654438206451e-05
290.0,0.3,4.9739180372903373e-05
290.0,0.35000000000000003,5.906236268815314e-05
290.0,0.4,6.6674330247083e-05
290.0,0.45000000000000007,7.911414086750194e-05
290.0,0.5,8.666902566135675e-05
290.0,0.5499999999999999,9.67547449366786e-05
290.0,0.6,0.00010839583811383229
290.0,0.65,0.00012168403113014413
290.0,0.7000000000000001,0.00013343794039754171
290.0,0.75,0.00014367088670751957
290.0,0.8,0.00015125687454970452
290.0,0.8500000000000001,0.0001663087468267502
290.0,0.9000000000000001,0.00018017060774921465
290.0,0.95,0.0001910003869020266
290.0,1.0,0.00019581264708792381
300.0,0.01,1.519112654654728e-06
300.0,0.05,7.123473203476332e-06
300.0,0.1,1.351736623555684e-05
300.0,0.15,2.182155509725429e-05
300.0,0.2,3.083974180855808e-05
300.0,0.25,4.0822829423129106e-05
300.0,0.3,5.02176292744157e-05
300.0,0.35000000000000003,5.95677721294071e-05
300.0,0.4,7.13438115329286e-05
300.0,0.45000000000000007,7.913548306130673e-05
300.0,0.5,8.61809290744322e-05
300.0,0.5499999999999999,9.305663444646078e-05
300.0,0.6,0.00010348057240748857
300.0,0.65,0.00011541626382927597
300.0,0.7000000000000001,0.00012961467859787452
300.0,0.75,0.00013981783712592216
300.0,0.8,0.00014822635753892642
300.0,0.8500000000000001,0.00015739756051111412
300.0,0.9000000000000001,0.0001686133525578865
300.0,0.95,0.0001842340357690923
300.0,1.0,0.000189891498595324
310.0,0.01,1.4069987549838537e-06
310.0,0.05,8.085501903006001e-06
310.0,0.1,1.5952157831780227e-05
310.0,0.15,2.4315553475810417e-05
310.0,0.2,3.395884702267491e-05
310.0,0.25,4.312685759356775e-05
310.0,0.3,5.0049125113575385e-05
310.0,0.35000000000000003,5.838265747438971e-05
310.0,0.4,6.633695144684294e-05
310.0,0.45000000000000007,7.666679125100648e-05
310.0,0.5,8.407723913375417e-05
310.0,0.5499999999999999,9.142861135342998e-05
310.0,0.6,0.00010053455752803764
310.0,0.65,0.00010933887778746968
310.0,0.7000000000000001,0.00012016250596556004
310.0,0.75,0.0001330297992866188
310.0,0.8,0.00014342157059805415
310.0,0.8500000000000001,0.0001512058257674685
310.0,0.9000000000000001,0.00016034821249930704
310.0,0.95,0.00017652448561951992
310.0,1.0,0.00018837748794336257
320.0,0.01,1.746038688356977e-06
320.0,0.05,6.116303540782286e-06
320.0,0.1,1.548534663750718e-05
320.0,0.15,2.3534442692454328e-05
320.0,0.2,3.542408169612696e-05
320.0,0.25,4.278050716152348e-05
320.0,0.3,4.977997262990064e-05
320.0,0.35000000000000003,5.955199916460308e-05
320.0,0.4,6.818154311590241e-05
320.0,0.45000000000000007,7.559773686395401e-05
320.0,0.5,8.305633673739735e-05
320.0,0.5499999999999999,8.821366449063667e-05
320.0,0.6,9.52679616880325e-05
320.0,0.65,0.00010503057194460499
320.0,0.7000000000000001,0.00011107452537330713
320.0,0.75,0.00012568037066408778
320.0,0.8,0.00013428814625696602
320.0,0.8500000000000001,0.00014477756518989804
320.0,0.9000000000000001,0.00015110996999601582
320.0,0.95,0.00015992941960795586
320.0,1.0,0.00016988082191546577
330.0,0.01,1.3543175398773528e-06
330.0,0.05,5.096168048018164e-06
330.0,0.1,1.2112095403715398e-05
330.0,0.15,2.026822693209554e-05
330.0,0.2,2.7418367159096e-05
330.0,0.25,3.600647052740742e-05
330.0,0.3,4.645161438290709e-05
330.0,0.35000000000000003,5.2348225473401425e-05
330.0,0.4,6.1564762130247e-05
330.0,0.45000000000000007,7.092957244226503e-05
330.0,0.5,8.033004112332873e-05
330.0,0.5499999999999999,8.522266779138315e-05
330.0,0.6,9.174172519186751e-05
330.0,0.65,0.00010231921887714362
330.0,0.7000000000000001,0.00011033775549778449
330.0,0.75,0.0001207842891230164
330.0,0.8,0.00013076508565303523
330.0,0.8500000000000001,0.0001378864315430999
330.0,0.9000000000000001,0.00015167192702310921
330.0,0.95,0.0001620471252601176
330.0,1.0,0.0001691354432768352
340.0,0.01,1.6761167745529033e-06
340.0,0.05,7.406511863722961e-06
340.0,0.1,1.528140482480183e-05
340.0,0.15,2.3433366537398693e-05
340.0,0.2,3.243572744903564e-05
340.0,0.25,4.099550539167748e-05
340.0,0.3,4.529132487087289e-05
340.0,0.35000000000000003,5.5194464587490664e-05
340.0,0.4,6.370911499385566e-05
340.0,0.45000000000000007,7.213324362696921e-05
340.0,0.5,8.036425961655905e-05
340.0,0.5499999999999999,8.926330330487391e-05
340.0,0.6,9.619448810922088e-05
340.0,0.65,0.00010409768189759696
340.0,0.7000000000000001,0.00011299855441684928
340.0,0.75,0.0001256613710741196
340.0,0.8,0.00013293452014803074
340.0,0.8500000000000001,0.00014322331397202022
340.0,0.9000000000000001,0.0001548288452540232
340.0,0.95,0.0001601666679117637
340.0,1.0,0.0001694813390471818
350.0,0.01,7.62335904168462e-07
350.0,0.05,6.737950084406347e-06
350.0,0.1,1.387149585430496e-05
350.0,0.15,2.207707729583058e-05
350.0,0.2,3.062328193540667e-05
350.0,0.25,3.923770042007872e-05
350.0,0.3,4.942785501158355e-05
350.0,0.35000000000000003,5.3912235833129014e-05
350.0,0.4,6.171671418767432e-05
350.0,0.45000000000000007,7.286975094211467e-05
350.0,0.5,7.991035152267785e-05
350.0,0.5499999999999999,8.851190121655363e-05
350.0,0.6,9.603819386910763e-05
350.0,0.65,0.00010331200818331564
350.0,0.7000000000000001,0.00011299422108178436
350.0,0.75,0.0001236534073255986
350.0,0.8,0.00012986059107945728
350.0,0.8500000000000001,0.00013619118957110927
350.0,0.9000000000000001,0.0001506852367428923
350.0,0.95,0.00015852911698788693
350.0,1.0,0.00016398544674011968
360.0,0.01,1.4000951304171301e-06
360.0,0.05,6.7998821081857744e-06
360.0,0.1,1.402754561511843e-05
360.0,0.15,2.2517601939320377e-05
360.0,0.2,2.9092054904024854e-05
360.0,0.25,3.59685192651201e-05
360.0,0.3,4.4628765899916934e-05
360.0,0.35000000000000003,5.0956700441840676e-05
